Episode_number,yaw,pitch,roll,max_x,max_y,height,max_time,total_reward,steps,explore,exploit
0,0,0,0,0,0,0,0,0,0,0,0
1,3.0600509919972976,0.2218144704967943,1.5769165581421578,3.7759695053100586,4.732324600219727,3.799999999999999,0,16.4,1000,353,647
2,2.286245105151563,1.5707963267948966,1.4533616369983757,0.9677435159683228,1.5479270815849304,6.1999999999999975,0.20180892944335938,429.8,144,118,26
3,1.8925468811915391,0.411516846067488,2.642245931909663,3.5073294639587402,2.544174313545227,7.699999999999997,0.2013990879058838,17.4,126,107,19
4,0,0,0,0,0,0,0,0,0,0,0
5,0.43240777557053783,0.80380231893303,0.4048917862850834,1.2325111031532288,1.6864336729049683,6.799999999999997,0.20672297477722168,13.1,92,76,16
6,0.41822432957922906,0.38979629647426056,1.975688113079979,1.7193514108657837,0.7289864718914032,6.799999999999997,0.19524598121643066,13.9,91,80,11
7,0.9994588469612699,1.5707963267948966,0.2606023917473413,2.590156316757202,1.9911013841629028,6.799999999999997,0.22104811668395996,26.799999999999997,117,95,22
8,0.7431697612844465,0.6687427032023718,1.0175020014726042,1.6086920499801636,2.126099944114685,6.799999999999997,0.20261001586914062,11.5,87,72,15
9,0.992894389832651,0.5468509506959441,0.5493744847715509,1.217132568359375,1.2007148265838623,7.099999999999997,0.2086789608001709,16.9,87,71,16
10,0.8003224283875334,0.080085580033659,0.5239193476851991,1.0358910150825977,1.7405964136123657,7.099999999999997,0.2115480899810791,19.9,85,68,17
11,0.5807563535676704,0.500654712404588,0.3617292415199322,1.7137263417243958,2.1937958002090454,7.699999999999997,0.218519926071167,30.699999999999992,88,70,18
12,0.6304014214735074,0.4779951985189524,0.6304014214735074,1.5183510780334473,1.5732227563858032,6.499999999999997,0.14985895156860352,18.200000000000003,80,61,19
13,0.24497866312686414,0.2630222029084689,0.04441521524691085,0.5,1.0072010825388134,6.799999999999997,0.18346309661865234,22.9,67,54,13
14,0.5937496667107712,0.22181447049679434,0.4324077755705379,1.478263795375824,1.217224270105362,6.799999999999997,0.19596481323242188,12.9,88,69,19
15,0.23374318086890147,0.06003605844527845,0.26396372362570464,1.0147624164819717,0.6494193822145462,7.099999999999997,0.14071011543273926,25.89999999999999,99,81,18
16,0,0,0,0,0,0,0,0,0,0,0
17,0.5295895987820765,0.3046926540153976,2.8198420991931523,1.020304074510932,1.365332007408142,6.799999999999997,0.21550989151000977,26.299999999999994,80,66,14
18,0.3392926144540448,0.060036058445278435,0.081452044305871,2.2096009850502014,1.4474275410175323,6.799999999999997,0.20730996131896973,12.6,60,46,14
19,0.44441920990109895,0.36826789343664,0.4124104415973871,0.9467307031154633,1.0921268165111542,6.499999999999997,0.22006702423095703,23.599999999999998,89,73,16
20,0.08673833867598514,0.2013579207903308,0.0,1.5,1.0468911044299603,6.799999999999997,0.232529878616333,116.5,68,56,12
21,0.17593962545252786,0.1001674211615598,0.1882215053047708,1.753700852394104,1.5744288489222527,7.099999999999997,0.19870805740356445,15.7,75,61,14
22,0.892133836046584,0.5235987755982989,0.48344700156719905,1.0659914016723633,0.6059406101703644,7.099999999999997,0.1616191864013672,10.7,72,58,14
23,1.058406866484159,0,0.9075933340888036,1.604918360710144,1.220636248588562,6.499999999999997,0.2156970500946045,10.0,70,56,14
24,0,0,0,0,0,0,0,0,0,0,0
25,1.2847448850775784,0.20135792079033074,0.17593962545252786,1.0182028412818909,0.7516153156757355,6.799999999999997,0.20523595809936523,17.3,75,57,18
26,0,0,0,0,0,0,0,0,0,0,0
27,0.5543074962015513,0,0.4964227534048819,1.4076629877090454,0.8432197272777557,6.799999999999997,0.1483299732208252,14.9,71,53,18
28,0.6125375566103034,0,0.452778471823536,3.7131335735321045,0.5807718560099602,6.499999999999997,0.19428777694702148,16.4,69,58,11
29,0.5585993153435626,0.020001333573390494,0.6202494859828216,1.0627995431423187,1.0497985482215881,6.799999999999997,0.22019386291503906,14.7,86,68,18
30,0.38050637711236485,0.18098645124654772,0.3805063771123649,1.1478456258773804,0.9502539299428463,6.799999999999997,0.19253802299499512,18.6,77,57,20
31,1.1324597669369387,0.34691689752716165,1.3258176636680323,1.5270122289657593,1.0,19.700000000000024,0,36.3,145,82,64
32,0.8308214428190254,0.10016742116155983,1.5707963267948966,0.5121854832395911,1.0047725141048431,7.099999999999997,0.2010660171508789,14.2,60,46,14
33,1.7681918866447768,1.5707963267948966,1.5707963267948963,2.049268901348114,1.504917226266116,7.099999999999997,0.22307991981506348,15.399999999999999,89,74,15
34,0,0,0,0,0,0,0,0,0,0,0
35,0.1973955598498808,0.1606906529519106,0.18534794999569482,0.6303028911352158,1.4447028934955597,6.1999999999999975,0.1888580322265625,21.299999999999997,57,44,13
36,0.5880026035475676,0.04001067435398893,0.6510767214444799,1.2335381507873535,1.587562918663025,6.799999999999997,0.21491694450378418,11.6,72,54,18
37,1.1999050379822342,0.36826789343664,0.6316906343389693,1.4764600154012442,1.0,6.799999999999997,0.21217703819274902,11.4,56,39,17
38,1.1071487177940906,1.075862200454001,0.9944211062037129,0.5269970986992121,1.390105001628399,8.299999999999997,0.21761703491210938,16.1,80,55,25
39,0.3366748193867272,0.020001333573390494,0.4124104415973874,1.2599028646945953,0.8952912092208862,7.9999999999999964,0.20605087280273438,21.400000000000002,84,59,25
40,0.5823529461439833,0.1001674211615598,0.6711438354360089,1.658367246389389,0.8273869156837463,6.799999999999997,0.14519906044006348,14.9,65,50,15
41,0,0,0,0,0,0,0,0,0,0,0
42,0.7509290623979404,0.020001333573390494,0.3846047148222136,1.8464417457580566,1.2621454000473022,6.499999999999997,0.21446800231933594,14.0,71,53,18
43,0.218668945873942,0.22181447049679445,0.10379234045704286,0.5007105120457709,1.028529703617096,7.099999999999997,0.20962285995483398,224.5,65,43,22
44,0.8760580505981934,0.2013579207903308,0.410127340541491,1.0743598937988281,1.9382416009902954,7.399999999999997,0.20647287368774414,19.4,60,39,21
45,0,0,0,0,0,0,0,0,0,0,0
46,0.10379234045704286,0.10016742116155981,0.10379234045704286,1.0,1.4479729235172272,7.099999999999997,0.20222115516662598,11.7,56,43,13
47,0.9928943898326511,0,2.062605502783595,1.7500376105308533,1.0,6.499999999999997,0.19113397598266602,13.3,75,59,16
48,0.17219081452293908,0.16069065295191062,0.14531001063570217,3.0288991928100586,1.0007317301351577,7.399999999999997,0.20604896545410156,11.7,73,54,19
49,1.058406866484159,0.6944982656265558,0.7700147616168531,0.6028555259108543,1.8186938166618347,6.799999999999997,0.21110796928405762,13.0,61,45,16
50,0.6327488350021832,0.2218144704967944,0.410127340541491,0.988292396068573,1.0426549315452576,7.699999999999997,0.21263599395751953,13.2,61,41,20
51,1.0475180046629213,0.08008558003365902,1.0475180046629213,1.2365097552537918,2.276196539402008,6.499999999999997,0.2107710838317871,11.5,78,59,19
52,0.28123220191829523,0.2837941092083278,0.04441521524691085,0.6787118315696716,1.1808154582977295,6.799999999999997,0.215285062789917,17.299999999999997,69,52,17
53,0,0,0,0,0,0,0,0,0,0,0
54,0.27829965900511133,0,0.17219081452293908,1.6500239372253418,1.5878088474273682,7.099999999999997,0.21616315841674805,11.0,51,35,16
55,0,0,0,0,0,0,0,0,0,0,0
56,0.23374318086890142,0.3046926540153975,0.19739555984988075,1.5,1.0136207342147827,7.099999999999997,0.22643089294433594,14.3,49,35,14
57,0.9197196053504169,0.16069065295191062,0.41822432957922906,1.0,1.7666096687316895,7.099999999999997,0.21959400177001953,16.1,68,50,18
58,0.6986598247214634,0,0.5807563535676705,1.4595627784729004,1.1328900456428528,6.499999999999997,0.20682287216186523,9.2,51,37,14
59,0.16514867741462683,0.060036058445278435,0.16514867741462683,0.9379965364933014,1.5882151126861572,6.799999999999997,0.21298909187316895,14.600000000000001,61,47,14
60,0.3639789565096441,0,0.18534794999569482,2.3238306045532227,0.6926322132349014,6.799999999999997,0.21694588661193848,10.7,55,40,15
61,0.21866894587394198,0.04001067435398893,0.0,2.4171630293130875,2.839033842086792,7.399999999999997,0.2103559970855713,10.7,59,43,16
62,0,0,0,0,0,0,0,0,0,0,0
63,0.08865588186743747,0.04001067435398893,0.09495170634275635,0.5130942370742559,1.0,6.499999999999997,0.19194793701171875,133.49999999999994,43,28,15
64,2.241317884775446,0.060036058445278435,0.6627295078929917,1.2901141047477722,1.8643784075975418,7.399999999999997,0.2261509895324707,14.3,61,44,17
65,0.09966865249116205,0.08008558003365902,0.08865588186743749,1.4155524745583534,0.6004028022289276,6.799999999999997,0.20804309844970703,17.1,49,35,14
66,0.6747409422235527,0.10016742116155977,0.28473043852271224,0.821867972612381,1.045679248869419,7.099999999999997,0.19766592979431152,12.600000000000001,63,45,18
67,0,0,0,0,0,0,0,0,0,0,0
68,0.3851575063634742,0.41151684606748806,0.35144479400355183,1.4608560800552368,0.9084920287132263,6.799999999999997,0.20624589920043945,10.5,59,41,18
69,0.04079368286786541,0,0.0,2.5997231006622314,0.6555441915988922,4.399999999999999,0,4.5,27,21,7
70,0.14481249823893902,0.36826789343664,0.14481249823893902,1.5541964769363403,0.6883081346750259,7.099999999999997,0.2103719711303711,15.0,51,33,18
71,0.49555167348582857,0,0.31423189908433835,0.7879762798547745,1.1886142492294312,7.099999999999997,0.20437002182006836,15.9,60,42,18
72,0.33787818824027843,0.1404614147098558,0.22131444234779138,0.515922712162137,1.159337505698204,6.799999999999997,0.1932220458984375,28.399999999999995,57,39,18
73,0.23374318086890145,0.2013579207903308,0.08673833867598514,1.2160983085632324,2.0153956413269043,6.799999999999997,0.19515514373779297,14.2,62,43,19
74,0.062418809995957364,0.060036058445278435,0.02083032003621709,0.7074740529060364,1.0950281023979187,6.799999999999997,0.20743989944458008,18.4,44,27,17
75,0.2889754099925665,0.18098645124654772,0.2397431088704566,0.9301286116242409,1.0554530620574951,6.799999999999997,0.22151708602905273,13.7,59,44,15
76,0.08673833867598514,0,0.062418809995957364,0.2871910631656647,0.5,5.299999999999998,0,12.700000000000001,31,23,9
77,0.14189705460416402,0.060036058445278435,0.1243549945467615,0.5842128992080688,0.8378861844539642,6.799999999999997,0.20359206199645996,15.8,52,36,16
78,0.5162306706117479,0.6187286906722512,0.44344833641973824,0.021140553057193756,1.0,6.799999999999997,0.17382597923278809,124.2,49,38,11
79,0.6202494859828216,0,0.5585993153435626,0.984452873468399,0.8144611716270447,7.9999999999999964,0.2222449779510498,11.2,59,40,19
80,0.12435499454676145,0.10016742116155979,0.12435499454676145,1.0585748106241226,1.5,7.9999999999999964,0.21356511116027832,23.699999999999996,60,37,23
81,0.04079368286786541,0.020001333573390494,0.04441521524691084,0.5,0.6004407182335854,7.399999999999997,0.20212793350219727,22.2,43,24,19
82,0.38050637711236496,0.060036058445278435,0.46364760900080626,1.8201208710670471,0.8459323346614838,22.40000000000003,0,38.5,116,50,67
83,0.12970253715591215,0.2013579207903308,0.11065722117389566,1.209516704082489,1.8776211738586426,7.099999999999997,0.15237712860107422,11.2,60,42,18
84,0.12435499454676144,0.04001067435398893,0.13255153229667402,1.1046326160430908,0.6691233366727829,6.499999999999997,0.21408605575561523,11.2,51,35,16
85,0,0,0,0,0,0,0,0,0,0,0
86,0.2782996590051114,0.2630222029084689,0.260602391747341,0.7740044891834259,0.6218149363994598,7.9999999999999964,0.20767903327941895,17.0,53,31,22
87,0.2741674511196589,0.18098645124654775,0.2160849722967865,0.5184594616293907,1.1983082294464111,7.699999999999997,0.20618200302124023,19.2,50,35,15
88,0.5028432109278609,0.2013579207903308,0.2401710078601731,2.5,1.517006516456604,6.799999999999997,0.1958448886871338,11.8,49,33,16
89,0,0,0,0,0,0,0,0,0,0,0
90,0.15431877592611906,0.22181447049679445,0.15431877592611906,0.584077924489975,0.9050010293722153,7.099999999999997,0.20850801467895508,18.299999999999997,50,33,17
91,0.04345089539153085,0,0,1.0,0.10444555431604385,2.5999999999999996,0,2.0,9,8,2
92,0.5880026035475677,0,0.32175055439664224,3.326596260070801,2.1033243536949158,7.399999999999997,0.21021199226379395,10.2,47,29,18
93,0.3392926144540448,0,0.44751997515717007,0.5,1.2329765856266022,7.099999999999997,0.1963059902191162,12.8,50,31,19
94,0.10168885176307704,0,0.0,0.716752216219902,0.5791844949126244,7.099999999999997,0.15035700798034668,11.9,40,27,13
95,0.4636476090008061,0.16069065295191062,0.0554985052457169,0.6972949802875519,1.2650196552276611,7.099999999999997,0.15392303466796875,12.6,55,35,20
96,0.28473043852271224,0.3046926540153976,0.20539538918976735,1.5100302696228027,1.0763205885887146,9.5,0,14.0,64,42,23
97,0.14481249823893905,0.14046141470985582,0.07485984771076688,1.5,0.780075877904892,7.399999999999997,0.1500399112701416,10.4,37,21,16
98,0.16183743123842292,0,0.08865588186743747,0.930172510445118,1.3891212940216064,7.699999999999997,0.19978094100952148,14.4,54,31,23
99,0.13255153229667405,0.10016742116155981,0.0,1.013087809085846,0.6749719828367233,29.000000000000046,0,88.90000000000002,146,59,88
100,0.3142318990843384,0,0.3858826693980739,0.7334175109863281,0.5008333928999491,7.399999999999997,0.2075340747833252,17.7,50,31,19
101,0.6146629519221656,0,0.3875238057802789,1.2544021308422089,2.507032565306872,7.399999999999997,0.19915294647216797,18.7,52,35,17
102,0.04758310327698341,0,0.04345089539153085,1.9130377620458603,2.0,7.399999999999997,0.15960097312927246,11.5,44,27,17
103,0.36172924151993224,0,0.25518239062081843,0.9199198186397552,0.6701007634401321,7.399999999999997,0.20392298698425293,11.0,53,34,19
104,0.19739555984988078,0.5006547124045883,0.1927007586623856,1.0530047416687012,0.8732284903526306,7.099999999999997,0.20921683311462402,12.2,49,33,16
105,0.02040533068653809,0.020001333573390494,0.0,0.5,0.4558878764510155,7.399999999999997,0.151749849319458,21.299999999999997,43,26,17
106,0,0,0,0,0,0,0,0,0,0,0
107,0.5404195002705844,0,0.6240230529767571,1.5318653732538223,1.03212820738554,6.799999999999997,0.19372105598449707,16.1,48,31,17
108,0.1503714280071346,0.020001333573390494,0.1503714280071346,0.4283367693424225,1.0173255801200867,6.799999999999997,0.20845484733581543,16.1,42,25,17
109,0,0,0,0,0,0,0,0,0,0,0
110,0.17219081452293908,0.12028988239478809,0.19270075866238562,1.9828020874410868,1.7537007927894592,8.599999999999998,0.19337701797485352,15.0,58,37,21
111,0,0,0,0,0,0,0,0,0,0,0
112,0.38515750636347423,0.32572948729463025,0.43833655985795794,1.4216753244400024,0.9978894502855837,7.399999999999997,0.20740485191345215,11.7,47,29,18
113,0.044415215246910875,0.060036058445278435,5.626130192357213e-17,1.060107983648777,0.5532815530896187,7.099999999999997,0.19519495964050293,20.6,47,33,14
114,0,0,0,0,0,0,0,0,0,0,0
115,0.21406068356382155,0.08008558003365902,0.21406068356382155,2.0,0.4887490589171648,6.799999999999997,0.1437208652496338,14.7,39,23,16
116,0.06114816264930122,0.020001333573390494,0.0,1.5,0.8503097295761108,7.099999999999997,0.1941089630126953,12.3,44,27,17
117,0.43833655985795794,0.04001067435398893,0.38515750636347423,0.5,1.0165356080979109,7.399999999999997,0.2081317901611328,12.3,47,31,16
118,0,0.12028988239478809,0,1.9941294360905886,0.5,6.799999999999997,0.21256804466247559,10.2,40,24,16
119,0.15431877592611906,0.18098645124654775,0.17324566645236497,0.8111013472080231,2.347795009613037,6.499999999999997,0.2027280330657959,9.5,46,31,15
120,0.13255153229667405,0.12028988239478809,0.13255153229667405,1.0,1.1977872848510742,7.099999999999997,0.21627593040466309,10.4,47,32,15
121,0.11065722117389566,0.08008558003365902,0.03123983343026831,0.5705930069088936,0.5236318875104189,6.799999999999997,0.22400212287902832,20.499999999999996,47,31,16
122,0.11065722117389566,0.10016742116155981,0.12435499454676147,1.0,0.6025334894657135,6.799999999999997,0.2124619483947754,13.0,45,30,15
123,0,0,0,0,0,0,0,0,0,0,0
124,0.42285392613294076,0.24236585103896321,0.260602391747341,1.9428768791258335,0.9600162021815777,7.099999999999997,0.21901893615722656,11.5,49,32,17
125,0,0,0,0,0,0,0,0,0,0,0
126,0.3142318990843384,0.14046141470985582,0.18164883000001197,0.7017047256231308,0.9531278945505619,7.099999999999997,0.2127370834350586,9.0,37,22,15
127,0.14888994760949728,0.04001067435398893,0.06114816264930122,1.2701637148857117,0.4907157411798835,7.099999999999997,0.21033811569213867,11.4,39,23,16
128,0.42285392613294076,0.28379410920832787,0.42285392613294076,1.2820500135421753,0.5,7.399999999999997,0.16617298126220703,15.2,45,29,16
129,0.31362065221669827,0,0.0748598477107669,1.6548821926116943,2.4877437399700284,24.200000000000035,0,41.2,120,48,73
130,0.08314123188844125,0.08008558003365902,0.04441521524691084,0.5,0.01229151338338852,7.099999999999997,0.23994708061218262,10.5,39,20,19
131,0.4124104415973875,0.04001067435398893,0.2837941092083279,0.5,0.5352171622216702,7.099999999999997,0.21664905548095703,22.499999999999996,37,21,16
132,0.10379234045704286,0,0.10379234045704286,1.0,0.15053075551986694,7.099999999999997,0.23349308967590332,23.399999999999995,46,31,15
133,0.08673833867598514,0.060036058445278435,0.12062366858010276,1.0,0.5296306367963552,7.399999999999997,0.2013721466064453,22.599999999999998,51,29,22
134,0,0,0,0,0,0,0,0,0,0,0
135,0.26396372362570464,0.04001067435398893,0.23374318086890147,1.4417429864406586,1.0141922933980823,6.499999999999997,0.20950698852539062,17.3,50,36,14
136,0.08865588186743747,0,0.10768987083282071,0.5,0.46764568984508514,7.099999999999997,0.21021699905395508,13.399999999999999,36,20,16
137,0.10379234045704283,0.1001674211615598,0.10168885176307704,1.5088677406311035,1.0393928587436676,7.399999999999997,0.20453715324401855,11.5,44,24,20
138,0,0,0,0,0,0,0,0,0,0,0
139,0.14189705460416396,0.12028988239478809,0.13255153229667405,1.0,0.2548240125179291,7.099999999999997,0.2068319320678711,14.5,41,24,17
140,0.15431877592611906,0,0.15431877592611906,0.4207228347659111,1.4681381583213806,17.000000000000018,0,27.7,73,24,50
141,0.28473043852271224,0.3046926540153976,0.3097029445424563,0.8904035091400146,1.1429774165153503,7.099999999999997,0.14885997772216797,12.4,51,32,19
142,0.14189705460416394,0.08008558003365902,0.10768987083282067,0.5804631188511848,1.3111292123794556,7.399999999999997,0.21240782737731934,12.6,44,26,18
143,0.09966865249116205,0,0.09966865249116205,0.6115667223930359,1.6517668962478638,7.399999999999997,0.1640150547027588,12.3,39,22,17
144,0.1973955598498808,0,0.18534794999569482,0.8911229074001312,0.5054729231633246,7.099999999999997,0.22583699226379395,12.2,41,25,16
145,0.16514867741462685,0,0.02083032003621709,0.5,1.0116216680034995,7.099999999999997,0.20447897911071777,11.9,36,20,16
146,0.21406068356382155,0.04001067435398893,0.16183743123842295,1.5,0.5130367064848542,6.499999999999997,0.2218611240386963,10.9,39,22,17
147,0.3587706702705723,0.04001067435398893,0.18164883000001197,0.09035339951515198,1.5,7.099999999999997,0.21113300323486328,10.6,39,24,15
148,0.3507279482482036,0.18098645124654775,0.3507279482482036,1.1058427840471268,1.3409140408039093,7.099999999999997,0.1949748992919922,12.9,57,37,20
149,0.14481249823893905,0.060036058445278435,0.13255153229667405,0.6470766365528107,0.5166168585419655,7.099999999999997,0.2202451229095459,18.7,46,28,18
150,0.1973955598498808,0.12028988239478809,0.14481249823893905,0.4897665660828352,0.5,7.399999999999997,0.21978497505187988,16.9,33,16,17
151,0.11065722117389566,0.020001333573390494,0.10768987083282071,0.5111286425963044,1.5255573112517595,7.099999999999997,0.15444397926330566,10.2,38,21,17
152,0,0,0,0,0,0,0,0,0,0,0
153,0.18822150530477078,0.2630222029084689,0.08673833867598514,0.4593829996883869,1.9586564525961876,6.799999999999997,0.2565751075744629,9.9,42,27,15
154,0.12970253715591215,0.060036058445278435,0.17467219900823974,0.5,0.5848485678434372,7.099999999999997,0.1998281478881836,22.7,39,23,16
155,0.02083032003621709,0,0.02083032003621709,0.47087543830275536,1.4835173152387142,7.399999999999997,0.19689106941223145,10.2,35,19,16
156,0.43662715981354144,0,0.43662715981354144,1.5145852053537965,1.5,7.399999999999997,0.2209939956665039,11.9,50,33,17
157,0,0,0,0.015446112491190434,0.5,2.0,0,2.0999999999999996,4,5,0
158,0.17324566645236497,0,0.14531001063570217,0.5361648201942444,1.4827870465815067,7.699999999999997,0.21433806419372559,11.4,42,25,17
159,0,0,0,0,0,0,0,0,0,0,0
160,0.08673833867598514,0,0.0,0.16732686758041382,1.5,6.799999999999997,0.20588088035583496,14.0,34,18,16
161,0.02083032003621709,0,0.02083032003621709,0,0,2.0,0,2.8,3,4,0
162,0.11065722117389566,0.04001067435398893,0.1651486774146269,0.6908001452684402,0.4952189098112285,7.399999999999997,0.21624302864074707,15.7,41,24,17
163,0.14888994760949728,0.04001067435398893,0.12184243701991722,0.4596504159271717,1.3735002279281616,7.399999999999997,0.20468401908874512,12.5,33,17,16
164,0.4514530915525544,0.20135792079033082,0.3016190462662397,1.1594457924365997,0.7504446506500244,7.099999999999997,0.21881604194641113,18.2,46,29,17
165,0.3366748193867272,0,0.18534794999569476,1.0525708198547363,0.5384149737656116,7.099999999999997,0.1910839080810547,11.6,45,27,18
166,0.14531001063570217,0,0.16076274062583473,0.6753420382738113,0.5159966833889484,7.699999999999997,0.21369600296020508,12.9,41,24,17
167,0.6510767214444799,0.3897962964742606,0.6510767214444799,0.5676342397928238,0.5667936354875565,7.399999999999997,0.22319579124450684,18.4,47,28,19
168,0.17593962545252786,0.20135792079033082,0.23783592745745083,0.5350315980613232,0.4339503198862076,6.499999999999997,0.21264195442199707,9.9,37,23,14
169,0.28379410920832787,0,0.08314123188844125,0.578463077545166,0.5020123389549553,7.399999999999997,0.25203800201416016,19.0,38,22,16
170,0.07485984771076688,0.18098645124654775,0.07304056530311934,1.4002236127853394,0.8917602598667145,6.799999999999997,0.20691204071044922,8.7,33,18,15
171,0.12435499454676145,0,0.12435499454676145,0.5113428952172399,0.4786231182515621,7.399999999999997,0.2137601375579834,16.0,37,20,17
172,0.09966865249116205,0.24236585103896327,0.0665681637758238,2.0,0.039323437958955765,7.399999999999997,0.2321310043334961,27.4,41,22,19
173,0.04441521524691084,0.08008558003365902,0.04345089539153085,0.5042381375096738,0.944955438375473,6.499999999999997,0.303466796875,9.7,36,25,11
174,0,0.04001067435398893,0,0.15703095495700836,0.5,2.5999999999999996,0,2.5,10,8,3
175,0.6327488350021833,0.4115168460674881,0.5364354576047313,0.5197841227054596,0.5222261268645525,7.099999999999997,0.23621797561645508,12.8,40,23,17
176,0.04345089539153085,0,0.04441521524691084,0.708782970905304,0.48160021379590034,7.099999999999997,0.21797990798950195,13.8,39,22,17
177,0,0,0,0,0,0,0,0,0,0,0
178,0.04995839572194277,0,0.048741851309931604,1.2389342784881592,0.5334447585046291,7.099999999999997,0.21636080741882324,21.4,47,29,18
179,0.062418809995957364,0.020001333573390494,0.06114816264930122,1.240954726934433,0.8957369327545166,6.799999999999997,0.2148299217224121,9.5,39,23,16
180,0.1973955598498808,0.020001333573390494,0.13432144195296852,1.1102646514773369,1.2560202777385712,7.399999999999997,0.16585803031921387,14.3,42,25,17
181,0.15431877592611906,0.22181447049679445,0.15431877592611906,0.5,0.4587131142616272,7.099999999999997,0.21183395385742188,22.4,31,17,14
182,0.26625204915092543,0.5235987755982989,0.26625204915092543,0.5,0.02496534399688244,7.099999999999997,0.163254976272583,10.9,35,20,15
183,0.15431877592611906,0.10016742116155981,0.10379234045704286,1.0178686324506998,0.71160888671875,7.699999999999997,0.15800094604492188,15.0,46,25,21
184,0.12435499454676144,0.12028988239478806,0.08314123188844123,0.5,0.5218623913824558,7.699999999999997,0.21116209030151367,15.0,42,24,18
185,0.04345089539153085,0.24236585103896321,0.04441521524691084,0.586765967309475,0.5,7.399999999999997,0.20863890647888184,26.799999999999997,40,23,17
186,0.1973955598498808,0,0.2129383495793972,0.49538361420854926,1.0058889971114695,7.399999999999997,0.2210099697113037,12.2,38,21,17
187,0.10379234045704286,0.10016742116155981,0.06512516333438591,1.2428200542926788,0.5556068420410156,7.699999999999997,0.22104406356811523,16.3,42,23,19
188,0.17219081452293908,0.04001067435398893,0.15101534292135937,0.5895357429981232,0.5156516134738922,7.099999999999997,0.21396613121032715,10.9,45,28,17
189,0.10379234045704287,0.04001067435398893,0.044415215246910854,0.7964664101600647,0.525595435872674,7.699999999999997,0.16761183738708496,22.199999999999996,44,23,21
190,0,0,0,0,0,0,0,0,0,0,0
191,0.21866894587394198,0.08008558003365902,0.04079368286786541,1.0,1.476373553276062,7.099999999999997,0.1443309783935547,10.9,41,22,19
192,0.12970253715591215,0.020001333573390494,0.16076274062583473,1.0,1.503758278908208,7.099999999999997,0.2062060832977295,10.2,35,19,16
193,0.12435499454676145,0.36826789343664,0.10168885176307704,1.4554994590580463,1.0255703888833523,6.799999999999997,0.21394610404968262,9.7,41,23,18
194,0.10379234045704286,0.10016742116155981,0.10379234045704286,0.843752384185791,0.561804223805666,7.399999999999997,0.20690393447875977,14.7,43,27,16
195,0.08314123188844125,0.04001067435398893,0.08865588186743747,0.49953926721354946,0.7011946737766266,7.399999999999997,0.21729397773742676,10.5,36,19,17
196,0.02083032003621709,0.020001333573390494,0.0,0.5,0.6885925382375717,7.699999999999997,0.21319103240966797,11.5,40,21,19
197,0.07304056530311934,0,0.07485984771076688,0.5304537396878004,0.5,7.099999999999997,0.20456218719482422,11.2,32,14,18
198,0.3366748193867272,0,0.23974310887045663,0.5,0.45211806520819664,6.499999999999997,0.21904206275939941,121.1,33,23,10
199,0,0,0,0,0,0,0,0,0,0,0
